Month of Stop,Reason for Stop,Officer Race,Officer Gender,Officer Years of Service,Driver Race,Driver Gender,Driver Age,Search Conducted,Results,CMPD Division
2020/02,Vehicle Regulatory,White,M,1,Black,M,38,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,Black/African American,M,4,Hispanic/Latino,M,45,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,5,White,M,50,Yes,Verbal Warning,South Division
2020/02,Vehicle Equipment,White,M,1,Other/Unknown,M,43,Yes,Verbal Warning,Steele Creek Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,18,Black,M,16,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,5,Asian,F,44,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Regulatory,White,M,1,Black,M,27,No,Citation,Steele Creek Division
2020/02,Vehicle Equipment,White,M,19,Asian,F,26,Yes,Verbal Warning,South Division
2020/02,Vehicle Equipment,Black/African American,M,3,White,F,29,Yes,Verbal Warning,North Division
2020/02,Stop Light/Sign,White,M,5,White,M,22,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,6,Black,F,40,Yes,Citation,North Division
2020/02,Vehicle Equipment,White,M,1,White,M,30,Yes,Verbal Warning,Central Division
2020/02,Vehicle Equipment,White,M,2,Black,M,25,No,Citation,Freedom Division
2020/02,Vehicle Equipment,White,M,6,White,M,29,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,White,F,4,Black,M,59,Yes,Arrest,North Division
2020/02,Vehicle Regulatory,Black/African American,M,4,Black,F,38,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,White,M,5,White,F,28,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,6,Black,M,50,Yes,Citation,North Division
2020/02,Vehicle Regulatory,2 or More,M,5,Black,F,25,Yes,Verbal Warning,Providence Division
2020/02,Stop Light/Sign,White,M,1,Black,F,30,Yes,Arrest,North Tryon Division
2020/02,Vehicle Equipment,White,M,5,Black,F,26,No,Arrest,Providence Division
2020/02,Vehicle Regulatory,Black/African American,M,4,Black,M,73,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,White,M,2,Black,M,41,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,2,Black,M,41,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,14,Black,M,48,Yes,Citation,South Division
2020/02,Vehicle Equipment,White,M,5,Black,M,37,No,Verbal Warning,Metro Division
2020/02,Safe Movement,White,M,6,Black,M,35,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,2,Black,M,21,Yes,Verbal Warning,University City Division
2020/02,Vehicle Equipment,White,M,2,Black,M,25,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,Black/African American,M,4,Black,M,25,Yes,Verbal Warning,Westover Division
2020/02,Speeding,White,M,5,White,M,70,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,2,Black,F,41,Yes,Verbal Warning,North Division
2020/02,Vehicle Equipment,White,M,1,Black,M,30,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,9,Black,F,25,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,8,Black,M,50,Yes,Citation,Independence Division
2020/02,Vehicle Regulatory,White,M,5,Black,M,23,Yes,Citation,University City Division
2020/02,Safe Movement,White,M,2,Black,M,50,Yes,Citation,Metro Division
2020/02,Vehicle Equipment,White,F,6,Black,M,24,Yes,Verbal Warning,Steele Creek Division
2020/02,Vehicle Regulatory,Black/African American,M,5,Black,M,25,Yes,Verbal Warning,Hickory Grove Division
2020/02,Speeding,White,M,14,Two or more,M,28,Yes,Citation,South Division
2020/02,Vehicle Equipment,American Indian/Alaska Native,M,2,Black,M,40,Yes,Verbal Warning,Metro Division
2020/02,Vehicle Equipment,American Indian/Alaska Native,M,2,Black,M,40,Yes,Verbal Warning,Metro Division
2020/02,Vehicle Regulatory,White,M,9,Black,F,27,Yes,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,5,Black,F,29,Yes,Verbal Warning,Metro Division
2020/02,Driving While Impaired,White,M,4,White,F,41,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Equipment,Black/African American,M,4,Black,M,42,Yes,Verbal Warning,Central Division
2020/02,Stop Light/Sign,White,M,12,Black,M,50,Yes,Verbal Warning,North Division
2020/02,Safe Movement,White,M,5,Black,M,21,Yes,Verbal Warning,University City Division
2020/02,Vehicle Equipment,White,M,1,Hispanic/Latino,M,16,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,White,M,6,Black,M,24,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,2,Black,F,27,Yes,Verbal Warning,University City Division
2020/02,Vehicle Equipment,White,M,19,White,M,19,Yes,Verbal Warning,South Division
2020/02,Vehicle Equipment,White,M,5,White,M,35,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,5,Black,F,43,Yes,Verbal Warning,
2020/02,Speeding,White,M,4,White,M,25,Yes,Verbal Warning,South Division
2020/02,Stop Light/Sign,White,F,3,Black,M,45,No,Verbal Warning,Metro Division
2020/02,Speeding,White,M,4,White,M,24,Yes,Verbal Warning,South Division
2020/02,Vehicle Equipment,2 or More,M,5,White,F,45,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,2,Black,F,25,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,M,15,Black,M,64,Yes,Verbal Warning,Freedom Division
2020/02,Stop Light/Sign,White,M,5,Black,M,40,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Equipment,Black/African American,M,6,Other/Unknown,M,20,Yes,None,Westover Division
2020/02,Other,White,M,5,Other/Unknown,M,25,Yes,None,University City Division
2020/02,Vehicle Regulatory,Black/African American,M,4,Black,M,30,Yes,Citation,Central Division
2020/02,Stop Light/Sign,White,M,7,Black,F,27,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,2,Black,M,25,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,5,Black,M,60,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Equipment,White,M,7,Black,M,32,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,5,Black,M,35,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Equipment,White,M,5,Black,M,35,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Equipment,White,M,2,Black,F,18,Yes,Verbal Warning,North Tryon Division
2020/02,Safe Movement,Black/African American,M,4,Black,M,60,Yes,Verbal Warning,Westover Division
2020/02,Stop Light/Sign,White,F,3,Black,M,28,Yes,Verbal Warning,Metro Division
2020/02,Vehicle Regulatory,White,M,1,Black,M,28,Yes,Verbal Warning,Freedom Division
2020/02,Vehicle Equipment,White,M,19,Black,M,35,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,5,Black,M,31,No,Verbal Warning,Metro Division
2020/02,Vehicle Equipment,White,M,5,Black,M,48,No,Verbal Warning,Metro Division
2020/02,Investigation,Black/African American,M,9,Black,F,31,Yes,Verbal Warning,North Tryon Division
2020/02,Stop Light/Sign,White,F,4,Black,M,26,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,Black/African American,M,4,Black,M,35,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,Black/African American,M,4,Black,M,60,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,White,M,2,White,M,30,Yes,Verbal Warning,Metro Division
2020/02,Vehicle Regulatory,White,M,4,Black,M,30,Yes,Verbal Warning,University City Division
2020/02,Speeding,White,M,5,Black,F,22,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,White,M,2,Black,F,39,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,F,1,Black,M,57,Yes,Verbal Warning,North Division
2020/02,Vehicle Equipment,White,M,2,Black,F,35,Yes,Citation,North Division
2020/02,Vehicle Equipment,White,M,15,Black,M,16,Yes,Verbal Warning,Freedom Division
2020/02,Vehicle Regulatory,White,M,1,Black,M,38,Yes,Verbal Warning,Metro Division
2020/02,Other,White,M,2,Black,M,42,No,Arrest,Freedom Division
2020/02,Vehicle Equipment,White,M,3,Black,M,28,Yes,Verbal Warning,Hickory Grove Division
2020/02,Other,White,M,3,Black,M,38,Yes,Verbal Warning,University City Division
2020/02,Stop Light/Sign,White,M,3,White,M,38,Yes,Citation,University City Division
2020/02,Safe Movement,Black/African American,M,5,Hispanic/Latino,M,35,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,Black/African American,M,2,Black,M,55,Yes,Verbal Warning,Metro Division
2020/02,Stop Light/Sign,Black/African American,M,5,Black,F,30,Yes,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Equipment,White,M,5,Black,M,49,Yes,Verbal Warning,University City Division
2020/02,Speeding,Black/African American,M,2,Asian,M,40,Yes,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Equipment,2 or More,M,5,Black,M,45,Yes,Verbal Warning,Freedom Division
2020/02,Speeding,2 or More,M,5,White,M,46,Yes,Verbal Warning,Freedom Division
2020/02,Stop Light/Sign,Black/African American,M,11,Black,F,22,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,12,Black,M,36,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,White,M,22,Black,F,27,Yes,Verbal Warning,Central Division
2020/02,Stop Light/Sign,White,M,22,White,M,31,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,White,M,15,Black,F,40,Yes,Verbal Warning,Hickory Grove Division
2020/02,Stop Light/Sign,White,M,22,White,F,42,Yes,Citation,Central Division
2020/02,Stop Light/Sign,White,M,25,White,F,47,Yes,Verbal Warning,South Division
2020/02,Other,White,M,4,White,M,28,Yes,Verbal Warning,
2020/02,Vehicle Regulatory,White,M,14,Black,M,38,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,White,M,22,Hispanic/Latino,F,35,Yes,Citation,Central Division
2020/02,Stop Light/Sign,White,M,22,Black,F,52,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,23,Black,M,32,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,22,White,F,47,Yes,Citation,South Division
2020/02,Stop Light/Sign,White,M,14,Other/Unknown,M,58,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,Black/African American,F,14,Hispanic/Latino,F,30,Yes,Verbal Warning,Freedom Division
2020/02,Vehicle Regulatory,White,M,22,Black,M,23,Yes,Citation,Independence Division
2020/02,Speeding,White,M,12,White,F,35,Yes,Citation,South Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,23,Black,F,55,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,Black/African American,F,14,White,M,28,Yes,None,Freedom Division
2020/02,Speeding,White,F,26,White,F,19,Yes,Verbal Warning,Metro Division
2020/02,Vehicle Regulatory,White,M,22,Black,F,23,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,22,Black,M,35,Yes,Verbal Warning,Eastway Division
2020/02,Speeding,White,M,4,Hispanic/Latino,M,39,Yes,Verbal Warning,
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,23,Black,F,34,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,M,22,Black,F,65,Yes,Verbal Warning,Eastway Division
2020/02,Safe Movement,White,M,25,White,F,64,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,22,Black,F,43,Yes,Citation,Metro Division
2020/02,Vehicle Regulatory,Black/African American,M,26,Black,F,30,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,22,White,M,59,Yes,Citation,Independence Division
2020/02,Vehicle Regulatory,White,M,21,Asian,F,24,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,12,Asian,M,37,Yes,Citation,South Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,23,White,F,33,Yes,Citation,Eastway Division
2020/02,Stop Light/Sign,Black/African American,M,5,White,M,36,Yes,Verbal Warning,Steele Creek Division
2020/02,Speeding,Asian/Pacific Islander,M,11,Black,F,20,Yes,Citation,Freedom Division
2020/02,Safe Movement,White,M,22,Black,M,44,Yes,Verbal Warning,Central Division
2020/02,Stop Light/Sign,Black/African American,M,17,Black,M,45,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,5,Black,F,25,Yes,Verbal Warning,Steele Creek Division
2020/02,Speeding,Asian/Pacific Islander,M,11,Black,F,49,Yes,Citation,Freedom Division
2020/02,Stop Light/Sign,Black/African American,M,11,Two or more,F,47,Yes,Verbal Warning,
2020/02,Investigation,Asian/Pacific Islander,M,23,Hispanic/Latino,M,45,Yes,Citation,Eastway Division
2020/02,Speeding,White,M,12,White,M,44,Yes,Citation,South Division
2020/02,Speeding,Black/African American,M,26,White,F,55,Yes,Citation,Westover Division
2020/02,Speeding,White,M,5,Black,F,27,Yes,Verbal Warning,Steele Creek Division
2020/02,Vehicle Equipment,Asian/Pacific Islander,M,11,Black,M,31,Yes,Citation,Freedom Division
2020/02,Speeding,Asian/Pacific Islander,M,23,Hispanic/Latino,M,47,Yes,Citation,Eastway Division
2020/02,Speeding,White,M,5,Black,F,28,Yes,Citation,Steele Creek Division
2020/02,Investigation,White,M,1,Black,M,43,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,14,Black,M,37,Yes,Citation,Central Division
2020/02,Speeding,White,M,5,Black,F,19,Yes,Citation,Westover Division
2020/02,Speeding,Asian/Pacific Islander,M,23,Black,F,30,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,F,5,Black,M,28,Yes,Citation,North Tryon Division
2020/02,Vehicle Regulatory,Black/African American,M,10,Black,F,32,Yes,Verbal Warning,Metro Division
2020/02,Stop Light/Sign,White,M,17,Black,M,51,Yes,Verbal Warning,North Division
2020/02,Speeding,White,M,5,Hispanic/Latino,M,16,Yes,Citation,Steele Creek Division
2020/02,Speeding,Asian/Pacific Islander,M,23,Black,F,27,Yes,Citation,
2020/02,Investigation,White,M,20,Black,F,66,Yes,Citation,Steele Creek Division
2020/02,Investigation,White,M,1,Hispanic/Latino,M,22,Yes,Citation,North Tryon Division
2020/02,Investigation,Asian/Pacific Islander,M,23,Hispanic/Latino,M,34,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,M,5,Black,M,22,Yes,Citation,Steele Creek Division
2020/02,Speeding,Black/African American,M,10,Black,F,42,Yes,Citation,Metro Division
2020/02,Speeding,Black/African American,M,26,Black,M,30,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,F,5,White,M,30,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,M,7,White,F,32,Yes,Verbal Warning,North Division
2020/02,Speeding,Asian/Pacific Islander,M,16,White,M,32,Yes,Citation,North Division
2020/02,Speeding,Black/African American,M,10,White,M,38,Yes,Verbal Warning,North Division
2020/02,Speeding,Black/African American,M,10,Other/Unknown,F,20,Yes,Citation,North Division
2020/02,Speeding,White,M,11,Black,M,36,Yes,Citation,Westover Division
2020/02,Speeding,Asian/Pacific Islander,M,16,Hispanic/Latino,M,59,Yes,Citation,North Division
2020/02,Speeding,Black/African American,M,10,Black,F,56,Yes,Citation,North Division
2020/02,Speeding,White,M,12,Hispanic/Latino,F,38,Yes,Citation,South Division
2020/02,Speeding,Black/African American,M,10,Black,F,24,Yes,Verbal Warning,North Division
2020/02,Speeding,White,M,5,Black,F,30,Yes,Citation,Steele Creek Division
2020/02,Speeding,Black/African American,M,10,Black,M,39,Yes,Citation,North Division
2020/02,Vehicle Regulatory,White,M,21,Other/Unknown,M,21,Yes,Verbal Warning,University City Division
2020/02,Speeding,Asian/Pacific Islander,M,16,White,M,29,Yes,Citation,North Division
2020/02,Speeding,Black/African American,M,10,Black,M,35,Yes,Citation,North Division
2020/02,Speeding,White,M,5,Hispanic/Latino,M,31,Yes,Citation,Steele Creek Division
2020/02,Vehicle Regulatory,White,M,11,Black,F,45,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,11,Black,M,25,Yes,Citation,Central Division
2020/02,Speeding,Black/African American,M,10,Black,F,40,Yes,Verbal Warning,North Division
2020/02,Investigation,Asian/Pacific Islander,M,23,Hispanic/Latino,F,32,Yes,Citation,Hickory Grove Division
2020/02,Speeding,Black/African American,M,10,Other/Unknown,F,31,Yes,Citation,North Division
2020/02,Speeding,Black/African American,M,10,Black,M,34,Yes,Citation,North Division
2020/02,Stop Light/Sign,White,M,19,Black,F,35,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,7,Black,M,26,Yes,Citation,North Division
2020/02,Vehicle Regulatory,Hispanic/Latino,F,3,White,M,55,Yes,Verbal Warning,South Division
2020/02,Stop Light/Sign,Black/African American,M,6,White,F,30,Yes,Verbal Warning,Westover Division
2020/02,Stop Light/Sign,White,M,10,Hispanic/Latino,M,29,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,13,Black,F,28,Yes,Verbal Warning,South Division
2020/02,Speeding,Asian/Pacific Islander,M,24,Black,M,30,Yes,Verbal Warning,
2020/02,Vehicle Regulatory,Hispanic/Latino,F,3,White,M,30,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,Black/African American,M,10,Black,M,51,Yes,Citation,North Division
2020/02,Vehicle Regulatory,Hispanic/Latino,F,3,White,M,20,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,7,Black,M,39,Yes,Verbal Warning,North Division
2020/02,Vehicle Equipment,White,M,2,Hispanic/Latino,F,40,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,22,White,M,22,Yes,Citation,South Division
2020/02,Vehicle Regulatory,White,M,7,Black,F,27,Yes,Written Warning,North Division
2020/02,Vehicle Regulatory,White,M,4,Black,M,50,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,5,Black,F,31,Yes,Citation,South Division
2020/02,Vehicle Regulatory,White,M,11,Black,M,69,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,Hispanic/Latino,F,3,White,F,40,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,Hispanic/Latino,F,3,Black,M,25,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,2,Black,M,20,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,11,Black,F,34,Yes,Citation,Westover Division
2020/02,Stop Light/Sign,White,M,3,Black,M,45,Yes,Verbal Warning,North Tryon Division
2020/02,Stop Light/Sign,White,M,3,Black,F,45,No,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,11,Black,F,40,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,3,Black,F,27,Yes,Verbal Warning,Metro Division
2020/02,Vehicle Regulatory,White,M,3,Black,F,30,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Equipment,White,M,8,Black,M,28,No,Arrest,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,3,Black,F,35,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,5,White,F,26,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,Hispanic/Latino,F,3,Black,M,25,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,4,White,F,30,Yes,Verbal Warning,South Division
2020/02,Stop Light/Sign,White,M,5,Black,M,38,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,Hispanic/Latino,F,3,Black,M,25,Yes,Verbal Warning,South Division
2020/02,Investigation,White,F,3,Black,M,20,No,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,5,White,M,46,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,5,Black,F,29,Yes,Citation,Providence Division
2020/02,Vehicle Equipment,White,M,5,Black,F,50,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,Black/African American,M,11,Hispanic/Latino,M,35,Yes,Verbal Warning,Central Division
2020/02,Speeding,White,M,5,White,M,27,Yes,Citation,South Division
